SeedCode,SchUID,SchoolType,CentreType,SchoolName,AddressLine1,AddressLine2,AddressLine3,PostCode,LAName,LACode,DataZone,UPRN,Email,Phone,Website,Denomination,FTETeacher,PupilRoll,PropPupilsMinorityEthnic,PropPupils20PCMostDeprived,DZSIMDPercentile,DZSIMDMostDep15Pct,DZSIMDMostDep16_25Pct,DZSIMDMostDep25Pct,AddrUR8,AddrUR6,AddrUR8Desc,AddrUR6Desc,DZUR8,DZUR6,DZUR8Desc,DZUR6Desc,GridRefEasting,GridRefNorthing,Latitude,Longitude,Notes
5216524,5216524P,Primary,Local Authority,Fintry School,Fintry,Turriff,ABERDEENSHIRE,AB53 5RN,Aberdeenshire,S12000034,S01007043,151121683,fintry.sch@aberdeenshire.gov.uk,01888 530850,http://www.fintry.aberdeenshire.sch.uk/,Non-denominational,2.1,24,0%,0%,55,N,N,N,7,6,Remote Rural Areas,Remote Rural Areas,7,6,Remote Rural Areas,Remote Rural Areas,375204,854588,57.580641,-2.416309,
5256828,5256828P,Primary,Local Authority,Finzean School,Finzean,By Banchory,ABERDEENSHIRE,AB31 6NY,Aberdeenshire,S12000034,S01006798,151131953,finzean.sch@aberdeenshire.gov.uk,01330 700365,http://www.finzean.aberdeenshire.sch.uk/,Non-denominational,2.9,33,0%,0%,67,N,N,N,7,6,Remote Rural Areas,Remote Rural Areas,7,6,Remote Rural Areas,Remote Rural Areas,360346,793450,57.030427,-2.654918,
1000047,1000047SP,Special,Local Authority,Firpark Primary School,Milton Street,Motherwell,,ML1 1DH,North Lanarkshire,S12000050,S01011496,118183036,ht@firpark-pri.n-lanark.sch.uk,01698 274933,http://www.northlanarkshire.gov.uk/index.aspx?articleid=5941,Non-denominational,22.5,130,*,45 - <50%,6,Y,N,Y,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,275178,657807,55.797377,-3.992629,
1000144,1000144SP,Special,Local Authority,Firpark Special School - Secondary,Firpark Street,Motherwell,,ML1 2PR,North Lanarkshire,S12000050,S01011377,118059920,ht@firpark.n-lanark.sch.uk,01698 251313,http://www.northlanarkshire.gov.uk/index.aspx?articleid=5941,Non-denominational,32.4,177,*,50 - <55%,96,N,N,N,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,275883,655739,55.778988,-3.980450,
5532639,5532639S,Secondary,Local Authority,Firrhill High School,9 Oxgangs Road North,Firrhill,EDINBURGH,EH14 1DP,City of Edinburgh,S12000036,S01008526,906189792,admin@firrhill.edin.sch.uk,0131 441 4501,http://www.firrhillhighschool.org.uk/,Non-denominational,99.4,1331,10 - <20%,5 - <10%,47,N,N,N,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,322817,669783,55.914919,-3.236407,
6000924,6000924P,Primary,Local Authority,Firth Primary School,Finstown,Orkney,,KW17 2ES,Orkney Islands,S12000023,S01011810,134010626,admin.firth@glow.orkneyschools.org.uk,01856 761212,http://www.firth.orkney.sch.uk/,Non-denominational,6.4,76,*,0%,64,N,N,N,8,6,Very Remote Rural Areas,Remote Rural Areas,8,6,Very Remote Rural Areas,Remote Rural Areas,336288,1014277,59.010795,-3.111048,
5701228,5701228P,Primary,Local Authority,Fishcross Primary School,Ochilvale Terrace,Fishcross,,FK10 3HT,Clackmannanshire,S12000005,S01007432,35013382,fishcross@edu.clacks.gov.uk,01259 722336,https://blogs.glowscotland.org.uk/cl/fishcrossprimaryschoolwebsite/,Non-denominational,6.3,76,5 - <10%,10 - <15%,37,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,289871,695282,56.137490,-3.773728,
5257921,5257921P,Primary,Local Authority,Fishermoss School,Berrymuir Road,Portlethen,ABERDEENSHIRE,AB12 4UF,Aberdeenshire,S12000034,S01006847,151085620,fishermoss.sch@aberdeenshire.gov.uk,01224 472875,http://www.fishermoss.aberdeenshire.sch.uk/,Non-denominational,14.8,266,*,0%,86,N,N,N,3,3,Accessible Small Towns,Accessible Small Towns,3,3,Accessible Small Towns,Accessible Small Towns,391767,796027,57.055220,-2.137363,
8233225,8233225P,Primary,Local Authority,Fisherton Primary School,4 Ayr Road,Dunure,AYR,KA7 4LQ,South Ayrshire,S12000028,S01012442,141001221,fisherton.mail@south-ayrshire.gov.uk,01292 612049,http://blogs.glowscotland.org.uk/sa/fishertonpsandeyc/,Non-denominational,3.9,34,*,*,47,N,N,N,6,5,Accessible Rural Areas,Accessible Rural Areas,6,5,Accessible Rural Areas,Accessible Rural Areas,226504,616661,55.413079,-4.742253,
5523826,5523826P,Primary,Local Authority,Flora Stevenson Primary,175 Comely Bank,Edinburgh,,EH4 1BG,City of Edinburgh,S12000036,S01008864,906057626,admin@florastevenson.edin.sch.uk,0131 332 1604,http://theflorastevensonprimary.com/,Non-denominational,28.2,542,>20%,0 - <5%,97,N,N,N,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,323617,674615,55.958451,-3.224982,
6001025,6001025P,Primary,Local Authority,Flotta Community School,Flotta,Orkney,,KW16 3NP,Orkney Islands,S12000023,S01011827,134014222,admin.flotta@glow.orkneyschools.org.uk,01856 701240,http://www.orphir.orkney.sch.uk,Non-denominational,1.5,2,*,*,31,N,N,N,8,6,Very Remote Rural Areas,Remote Rural Areas,8,6,Very Remote Rural Areas,Remote Rural Areas,336343,993684,58.825900,-3.104169,
8622124,8622124P,Primary,Local Authority,Fordbank Primary School,Teviot Terrace,,JOHNSTONE,PA5 0NP,Renfrewshire,S12000038,S01012037,123025341,fordbankenquiries@renfrewshire.gov.uk,0300 300 0153,http://www.fordbank.renfrewshire.sch.uk/,Non-denominational,21.0,268,0 - <5%,15 - <20%,28,N,N,N,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,241344,661616,55.821644,-4.534005,
5212626,5212626P,Primary,Local Authority,Fordyce School,School Road,Fordyce,BANFF,AB45 2SJ,Aberdeenshire,S12000034,S01007024,151086436,fordyce.sch@aberdeenshire.gov.uk,01261 455770,http://www.fordyce.aberdeenshire.sch.uk/,Non-denominational,3.0,39,0%,0%,45,N,N,N,7,6,Remote Rural Areas,Remote Rural Areas,7,6,Remote Rural Areas,Remote Rural Areas,355676,863630,57.660356,-2.744491,
8231125,8231125P,Primary,Local Authority,Forehill Primary School,24 Cessnock Place,Ayr,,KA7 3HR,South Ayrshire,S12000028,S01012476,141032748,forehill.mail@south-ayrshire.gov.uk,01292 612461,http://www.forehill.sayr.sch.uk,Non-denominational,26.7,458,0 - <5%,0 - <5%,46,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,235305,620690,55.452280,-4.605773,
5246121,5246121P,Primary,Local Authority,Forehill School,Jesmond Drive,Bridge Of Don,ABERDEEN,AB22 8UR,Aberdeen City,S12000033,S01006773,9051099116,forehill@aberdeencity.gov.uk,01224 820904,www.forehill.aberdeen.sch.uk,Non-denominational,13.0,232,>20%,0%,88,N,N,N,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,392373,811742,57.196391,-2.127858,
5307538,5307538S,Secondary,Local Authority,Forfar Academy,Forfar Community Campus,Kirriemuir Road,FORFAR,DD8 3TG,Angus,S12000041,S01007246,117134303,ForfarAcademy@angusschools.org.uk,01307 492200,https://blogs.glowscotland.org.uk/an/forfaracademy/,Non-denominational,86.4,1107,*,0 - <5%,54,N,N,N,6,5,Accessible Rural Areas,Accessible Rural Areas,6,5,Accessible Rural Areas,Accessible Rural Areas,345243,751577,56.652768,-2.894673,
5343429,5343429P,Primary,Local Authority,Forgandenny Primary School,Forgandenny,By Perth,,PH2 9EL,Perth and Kinross,S12000048,S01011878,124040895,Forgandenny@pkc.gov.uk,01738 474155,http://www.forgandennyprimary.org.uk,Non-denominational,3.6,55,*,*,77,N,N,N,6,5,Accessible Rural Areas,Accessible Rural Areas,6,5,Accessible Rural Areas,Accessible Rural Areas,308769,718283,56.348059,-3.477696,
5226120,5226120P,Primary,Local Authority,Forgue School,Forgue,Huntly,ABERDEENSHIRE,AB54 6DQ,Aberdeenshire,S12000034,S01007015,151120155,forgue.sch@aberdeenshire.gov.uk,01466 405945,http://www.forgue.aberdeenshire.sch.uk/,Non-denominational,1.7,18,0%,0%,59,N,N,N,7,6,Remote Rural Areas,Remote Rural Areas,7,6,Remote Rural Areas,Remote Rural Areas,361263,844434,57.488456,-2.647800,
5203031,5203031S,Secondary,Local Authority,Forres Academy,Burdsyard Road,Forres,MORAY,IV36 1FG,Moray,S12000020,S01011158,133039551,admin.forresacad@moray-edunet.gov.uk,01309 672271,https://blogs.glowscotland.org.uk/my/forresacademy/,Non-denominational,69.5,821,*,*,96,N,N,N,3,3,Accessible Small Towns,Accessible Small Towns,3,3,Accessible Small Towns,Accessible Small Towns,303780,858210,57.603583,-3.611780,
5532736,5532736S,Secondary,Local Authority,Forrester High School,212 Broomhouse Road,Edinburgh,,EH12 9AE,City of Edinburgh,S12000036,S01008985,906467653,admin@forrester.edin.sch.uk,0131 334 9262,http://forresterhighschool.org.uk/,Non-denominational,64.8,815,10 - <20%,20 - <25%,68,N,N,N,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,319512,671632,55.930992,-3.289811,
8547726,8547726P,Primary,Local Authority,Forth Primary School,Main Street,Forth,,ML11 8AE,South Lanarkshire,S12000029,S01012591,484176786,office@forth-pri.s-lanark.sch.uk,01555 811205,http://www.forth-pri.s-lanark.sch.uk/,Non-denominational,11.5,166,0 - <5%,20 - <25%,19,N,Y,Y,6,5,Accessible Rural Areas,Accessible Rural Areas,6,5,Accessible Rural Areas,Accessible Rural Areas,294239,654168,55.769246,-3.687332,
5325129,5325129P,Primary,Local Authority,Forthill Primary School,Fintry Place,Broughty Ferry,DUNDEE,DD5 3BE,Dundee City,S12000042,S01007760,9059000546,forthillprimary@dundeeschools.scot,01382 436935,http://forthill.ea.dundeecity.sch.uk/,Non-denominational,25.0,491,10 - <20%,0 - <5%,99,N,N,N,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,346349,731727,56.474584,-2.872531,
5520126,5520126P,Primary,Local Authority,Forthview Primary School,West Pilton Place,Edinburgh,,EH4 4DF,City of Edinburgh,S12000036,S01008907,906328539,admin@forthview.edin.sch.uk,0131 332 2468,http://www.forthview.edin.sch.uk/,Non-denominational,21.4,382,>20%,45 - <50%,14,Y,N,Y,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,322656,675981,55.970567,-3.240763,
5119332,5119332S,Secondary,Local Authority,Fortrose Academy,Academy Street,Fortrose,ROSS-SHIRE,IV10 8TW,Highland,S12000017,S01010721,130001061,fortrose.academy@highland.gov.uk,01381 620310,http://www.fortroseacademy.co.uk/,Non-denominational,49.5,646,0 - <5%,*,75,N,N,N,7,6,Remote Rural Areas,Remote Rural Areas,7,6,Remote Rural Areas,Remote Rural Areas,272921,856394,57.579644,-4.126860,
5343720,5343720P,Primary,Local Authority,Fossoway Primary School,Drum,Kinross,,KY13 0UL,Perth and Kinross,S12000048,S01011843,124063048,Fossoway@pkc.gov.uk,01577 867340,http://fossowayps.schoolwebsite.scot/,Non-denominational,6.6,105,*,0%,73,N,N,N,6,5,Accessible Rural Areas,Accessible Rural Areas,6,5,Accessible Rural Areas,Accessible Rural Areas,303812,700484,56.187226,-3.551381,
6100929,6100929P,Primary,Local Authority,Foula Primary School,Foula,Shetland,,ZE2 9PN,Shetland Islands,S12000027,S01012403,30100006634,foula@shetland.gov.uk,01595 745026,http://www.foula.shetland.sch.uk/,Non-denominational,1.2,5,*,0%,65,N,N,N,8,6,Very Remote Rural Areas,Remote Rural Areas,8,6,Very Remote Rural Areas,Remote Rural Areas,397060,1139140,60.136781,-2.054748,
5441021,5441021P,Primary,Local Authority,Foulford Primary School,Leuchatsbeath Drive,Cowdenbeath,,KY4 9SN,Fife,S12000047,S01009414,320189849,Foulfordps.enquiries@fife.gov.uk,01383 602413,http://www.fifedirect.org.uk/foulfordps,Non-denominational,20.4,350,0 - <5%,5 - <10%,45,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,315826,692273,56.115753,-3.355278,
5615127,5615127P,Primary,Local Authority,Fountainhall Primary School,Fountainhall,Galashiels,MIDLOTHIAN,TD1 2SY,Scottish Borders,S12000026,S01012271,116023861,fountainhallps@scotborders.gov.uk,01578 760247,https://www.scotborders.gov.uk/directory_record/20114/fountainhall_primary_school,Non-denominational,1.2,6,*,0%,54,N,N,N,6,5,Accessible Rural Areas,Accessible Rural Areas,6,5,Accessible Rural Areas,Accessible Rural Areas,342975,649397,55.734593,-2.909677,
5226228,5226228P,Primary,Local Authority,Foveran School,Main Road,Foveran,ELLON ABERDEENSHIRE,AB41 6AZ,Aberdeenshire,S12000034,S01006973,151102993,foveran.sch@aberdeenshire.gov.uk,01358 281115,http://www.foveran.aberdeenshire.sch.uk/,Non-denominational,4.4,55,*,0%,74,N,N,N,6,5,Accessible Rural Areas,Accessible Rural Areas,6,5,Accessible Rural Areas,Accessible Rural Areas,397257,824008,57.306631,-2.047176,
5524024,5524024P,Primary,Local Authority,Fox Covert Primary School,Clerwood Terrace,Edinburgh,,EH12 8PG,City of Edinburgh,S12000036,S01008969,906292498,admin@foxcovert.edin.sch.uk,0131 339 3749,http://www.foxcovert.edin.sch.uk/,Non-denominational,14.3,273,10 - <20%,0 - <5%,72,N,N,N,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,320185,673997,55.952341,-3.279752,
5219736,5219736S,Secondary,Local Authority,Fraserburgh Academy,Dennyduff Road,Fraserburgh,ABERDEENSHIRE,AB43 9NA,Aberdeenshire,S12000034,S01007123,151085018,fraserburgh.aca@aberdeenshire.gov.uk,01346 417400,http://www.fraserburgh.aberdeenshire.sch.uk,Non-denominational,91.9,1127,*,20 - <25%,45,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,399182,866438,57.687767,-2.015389,
5216923,5216923P,Primary,Local Authority,Fraserburgh North School,Finlayson Street,Fraserburgh,ABERDEENSHIRE,AB43 9JR,Aberdeenshire,S12000034,S01007126,151086165,fraserburgh_north.sch@aberdeenshire.gov.uk,01346 415830,http://www.fraserburghnorth.aberdeenshire.sch.uk/,Non-denominational,7.8,96,*,55 - <60%,9,Y,N,Y,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,399163,867096,57.693678,-2.015710,
5217024,5217024P,Primary,Local Authority,Fraserburgh South Park School,Philorth Avenue,Fraserburgh,ABERDEENSHIRE,AB43 9QB,Aberdeenshire,S12000034,S01007114,151086558,southpark.sch@aberdeenshire.gov.uk,01346 415850,http://www.fraserburghsouthpark.aberdeenshire.sch.uk/,Non-denominational,19.2,368,0 - <5%,0 - <5%,75,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,399189,865985,57.683698,-2.015270,
5422728,5422728P,Primary,Local Authority,Freuchie Primary School,Lomond Road,Freuchie,CUPAR,KY15 7HF,Fife,S12000047,S01009669,320175472,freuchieps.enquiries@fife.gov.uk,01334 659416,http://www.fifedirect.org.uk/freuchieps,Non-denominational,8.2,90,5 - <10%,0%,74,N,N,N,6,5,Accessible Rural Areas,Accessible Rural Areas,6,5,Accessible Rural Areas,Accessible Rural Areas,328309,706699,56.247373,-3.158475,
5303621,5303621P,Primary,Local Authority,Friockheim Primary School,Friockheim,By Arbroath,,DD11 4XB,Angus,S12000041,S01007227,117097152,Friockheim@angusschools.org.uk,01241 465393,http://www.friockheim.angus.sch.uk,Non-denominational,8.7,117,*,*,50,N,N,N,6,5,Accessible Rural Areas,Accessible Rural Areas,6,5,Accessible Rural Areas,Accessible Rural Areas,359901,749794,56.638235,-2.655360,
1005146,1005146P,Primary,Local Authority,Frogston Primary School,7A Frogston Road East,,EDINBURGH,EH17 8AB,City of Edinburgh,S12000036,S01008549,10096079662,admin@frogston.edin.sch.uk,0131 664 1385,https://frogstonprimary.wordpress.com/,Non-denominational,21.2,392,>20%,20 - <25%,65,N,N,N,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,327356,667912,55.898822,-3.163290,School Contacts List UPRN (10094689542) is not in SAD 2024 Q1.  GISAT has assigned the UPRN for Frogston Primary School as it is in SAD 2024 Q1 (10096079662).
8103224,8103224P,Primary,Local Authority,Furnace Primary School,Furnace,By Inveraray,ARGYLL,PA32 8XN,Argyll and Bute,S12000035,S01007312,125054296,enquiries@furnace.argyll-bute.sch.uk,01499 500627,http://www.furnace.argyll-bute.sch.uk,Non-denominational,0.2,3,*,*,55,N,N,N,8,6,Very Remote Rural Areas,Remote Rural Areas,8,6,Very Remote Rural Areas,Remote Rural Areas,202381,700080,56.152321,-5.183219,
5219922,5219922P,Primary,Local Authority,Fyvie School,Main Street,Fyvie Turriff,ABERDEENSHIRE,AB53 8RD,Aberdeenshire,S12000034,S01006991,151085644,fyvie.sch@aberdeenshire.gov.uk,01651 267400,http://www.fyvie.aberdeenshire.sch.uk/,Non-denominational,7.7,113,0 - <5%,0%,43,N,N,N,6,5,Accessible Rural Areas,Accessible Rural Areas,6,5,Accessible Rural Areas,Accessible Rural Areas,376574,838171,57.433252,-2.391816,
5119030,5119030S,Secondary,Local Authority,Gairloch High School,Achtercairn,Gairloch,,IV21 2BP,Highland,S12000017,S01010687,130065069,gairloch.high@highland.gov.uk,01445 712275,https://gairlochhigh.org.uk/,Non-denominational,14.4,89,*,0%,62,N,N,N,8,6,Very Remote Rural Areas,Remote Rural Areas,8,6,Very Remote Rural Areas,Remote Rural Areas,180274,877062,57.729357,-5.692149,
5153425,5153425P,Primary,Local Authority,Gairloch Primary School,Auchtercairn,Gairloch,,IV21 2BP,Highland,S12000017,S01010687,130106198,gairloch.primary@highland.gov.uk,01445 712165,https://gairlochps.wordpress.com/,Non-denominational,3.8,56,*,0%,62,N,N,N,8,6,Very Remote Rural Areas,Remote Rural Areas,8,6,Very Remote Rural Areas,Remote Rural Areas,180237,877009,57.728864,-5.692721,
5619734,5619734SP,Special,Local Authority,Galashiels Academy,Elm Row,Galashiels,SELKIRKSHIRE,TD1 3HU,Scottish Borders,S12000026,S01012278,116004992,galashielsacademy@scotborders.gov.uk,01896 754788,http://www.galashiels.org.uk/,Non-denominational,0.0,0,0,0,31,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,348898,635766,55.612793,-2.812823,"Pupil roll, FTE teachers, proportion of pupils minority ethnic, and proportion of puplis 20% most deprived is recorded as zero as this school is not included in the School Level Summary Statistics."
5619734,5619734S,Secondary,Local Authority,Galashiels Academy,Elm Row,Galashiels,SELKIRKSHIRE,TD1 3HU,Scottish Borders,S12000026,S01012278,116004992,galashielsacademy@scotborders.gov.uk,01896 754788,http://www.galashiels.org.uk/,Non-denominational,70.3,874,*,5 - <10%,31,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,348898,635766,55.612793,-2.812823,
8625026,8625026P,Primary,Local Authority,Gallowhill Primary School,Netherhill Road,,PAISLEY,PA3 4SF,Renfrewshire,S12000038,S01012150,123064926,gallowhillenquiries@renfrewshire.gov.uk,0300 300 0154,http://www.gallowhill.renfrewshire.sch.uk/,Non-denominational,15.3,217,*,75 - <80%,6,Y,N,Y,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,249595,665194,55.856401,-4.404426,
8220921,8220921P,Primary,Local Authority,Galston Primary School,Western Road,Galston,,KA4 8BG,East Ayrshire,S12000008,S01007961,127065829,shona.murphy@eastayrshire.org.uk,01563 820221,https://blogs.glowscotland.org.uk/ea/GalstonPrimarySchool/,Non-denominational,18.8,307,*,25 - <30%,47,N,N,N,3,3,Accessible Small Towns,Accessible Small Towns,6,5,Accessible Rural Areas,Accessible Rural Areas,249449,636875,55.602136,-4.391150,
8302529,8302529P,Primary,Local Authority,Garelochhead Primary School,Feorlin Way,Garelochhead,,G84 0DG,Argyll and Bute,S12000035,S01007380,125043296,enquiries-garelochhead@argyll-bute.gov.uk,01436 810322,http://www.garelochhead.argyll-bute.sch.uk,Non-denominational,7.4,106,*,*,56,N,N,N,3,3,Accessible Small Towns,Accessible Small Towns,3,3,Accessible Small Towns,Accessible Small Towns,223852,691380,56.082670,-4.832302,
8225427,8225427P,Primary,Local Authority,Gargieston Primary School,Dundonald Road,Kilmarnock,,KA1 1UG,East Ayrshire,S12000008,S01008018,127004450,julie.mckee@eastayrshire.org.uk,01563 533067,https://blogs.glowscotland.org.uk/ea/gargiestonpsandecc/,Non-denominational,21.5,419,5 - <10%,5 - <10%,85,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,241459,636943,55.600208,-4.517879,
5724325,5724325P,Primary,Local Authority,Gargunnock Primary School,Station Road,Gargunnock,STIRLING,FK8 3DB,Stirling,S12000030,S01013018,122049861,gargps@stirling.gov.uk,01786 860291,http://www.gargunnock.stirling.sch.uk/,Non-denominational,4.3,64,*,0%,75,N,N,N,6,5,Accessible Rural Areas,Accessible Rural Areas,6,5,Accessible Rural Areas,Accessible Rural Areas,270584,694565,56.126209,-4.083522,
5900425,5900425P,Primary,Local Authority,Garlieston School,Randolph Crescent,Garlieston,NEWTON STEWART,DG8 8BG,Dumfries and Galloway,S12000006,S01007508,137041460,gw08officegarlieston@ea.dumgal.sch.uk,01988 600277,http://www.dumgal.gov.uk/article/15464/Garlieston-Primary-School,Non-denominational,1.5,11,0%,0%,38,N,N,N,7,6,Remote Rural Areas,Remote Rural Areas,7,6,Remote Rural Areas,Remote Rural Areas,247677,546486,54.790083,-4.370535,
8412723,8412723P,Primary,Local Authority,Garnetbank Primary School,231 Renfrew Street,,GLASGOW,G3 6TX,Glasgow City,S12000049,S01010266,906700089657,headteacher@garnetbank-pri.glasgow.sch.uk,0141 332 5158,http://www.garnetbank-pri.glasgow.sch.uk/,Non-denominational,14.3,213,>20%,20 - <25%,53,N,N,N,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,258223,666022,55.866450,-4.267144,
8215634,8215634P,Primary,Local Authority,Garnock Community Campus,Beith Road,,GLENGARNOCK,KA14 3BF,North Ayrshire,S12000021,S01011347,126086698,garnock@ea.n-ayrshire.sch.uk,01505 682685,http://www.garnockacademy.com/,Non-denominational,10.8,165,*,45 - <50%,26,N,N,N,3,3,Accessible Small Towns,Accessible Small Towns,3,3,Accessible Small Towns,Accessible Small Towns,232424,652815,55.739636,-4.670806,
8215634,8215634S,Secondary,Local Authority,Garnock Community Campus,Beith Road,,GLENGARNOCK,KA14 3BF,North Ayrshire,S12000021,S01011347,126086698,garnock@ea.n-ayrshire.sch.uk,01505 682685,http://www.garnockacademy.com/,Non-denominational,82.2,990,0 - <5%,45 - <50%,26,N,N,N,3,3,Accessible Small Towns,Accessible Small Towns,3,3,Accessible Small Towns,Accessible Small Towns,232424,652815,55.739636,-4.670806,
8456321,8456321P,Primary,Local Authority,Garrowhill Primary School,25 Bakewell Road,Garrowhill,GLASGOW,G69 6RN,Glasgow City,S12000049,S01010095,906700504312,headteacher@garrowhill-pri.glasgow.sch.uk,0141 771 1235,http://www.garrowhill-pri.glasgow.sch.uk/,Non-denominational,23.6,453,5 - <10%,15 - <20%,72,N,N,N,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,267302,664296,55.853540,-4.121335,
8336229,8336229P,Primary,Local Authority,Gartconner Primary School,Gartshore Road,Kirkintilloch,,G66 3TH,East Dunbartonshire,S12000045,S01008144,132033720,office@gartconner.e-dunbarton.sch.uk,0141 955 2323,http://www.gartconner.e-dunbarton.sch.uk/,Non-denominational,18.3,262,0 - <5%,*,84,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,268034,673635,55.937592,-4.114209,
8341222,8341222P,Primary,Local Authority,Gartcosh Primary School,Lochend Road,Gartcosh,,G69 8AB,North Lanarkshire,S12000050,S01011693,118128910,ht@gartcosh.n-lanark.sch.uk,01236 794892,http://www.northlanarkshire.gov.uk/index.aspx?articleid=5784,Non-denominational,15.0,260,5 - <10%,0 - <5%,61,N,N,N,6,5,Accessible Rural Areas,Accessible Rural Areas,6,5,Accessible Rural Areas,Accessible Rural Areas,269936,668021,55.887704,-4.081079,
5721024,5721024P,Primary,Local Authority,Gartmore Primary School,Main Street,Gartmore,,FK8 3RJ,Stirling,S12000030,S01013111,122007869,gartmps@stirling.gov.uk,01877 382343,https://blogs.glowscotland.org.uk/st/gartmoreprimaryschool/,Non-denominational,3.0,33,0%,0%,66,N,N,N,7,6,Remote Rural Areas,Remote Rural Areas,7,6,Remote Rural Areas,Remote Rural Areas,252144,697162,56.144163,-4.381338,
8302626,8302626P,Primary,Local Authority,Gartocharn Primary School,Ross Loan,Gartocharn,BY ALEXANDRIA,G83 8NE,West Dunbartonshire,S12000039,S01013242,129491271,SchoolOffice.Gartocharn@west-dunbarton.gov.uk,01389 773970,https://sites.google.com/ourcloud.buzz/gartocharnps-and-elcc/home,Non-denominational,5.7,85,*,5 - <10%,75,N,N,N,6,5,Accessible Rural Areas,Accessible Rural Areas,6,5,Accessible Rural Areas,Accessible Rural Areas,242428,686035,56.041180,-4.530985,
5918928,5918928P,Primary,Local Authority,Gatehouse School,Gatehouse Of Fleet,Castle Douglas,,DG7 2JX,Dumfries and Galloway,S12000006,S01007522,137105218,gw08officegatehouse@ea.dumgal.sch.uk,01557 814262,http://gatehouse.dumgal.sch.uk/,Non-denominational,5.5,81,*,0%,46,N,N,N,7,6,Remote Rural Areas,Remote Rural Areas,7,6,Remote Rural Areas,Remote Rural Areas,259629,556304,54.881732,-4.189580,UPRN is a Parent UPRN in SAD 2024 Q1.
8211329,8211329P,Primary,Local Authority,Gateside Primary School,Main Road,,GATESIDE,KA15 2LF,North Ayrshire,S12000021,S01011356,126061846,gateside@ea.n-ayrshire.sch.uk,01505 502776,https://blogs.glowscotland.org.uk/na/gateside/,Non-denominational,3.7,45,0%,*,56,N,N,N,6,5,Accessible Rural Areas,Accessible Rural Areas,6,5,Accessible Rural Areas,Accessible Rural Areas,236288,653602,55.748022,-4.609803,
8313822,8313822P,Primary,Local Authority,Gavinburn Primary School,Dumbarton Road,,OLD KILPATRICK,G60 5NE,West Dunbartonshire,S12000039,S01013177,129022090,SchoolOffice.Gavinburn@west-dunbarton.gov.uk,01389 804444,https://sites.google.com/ourcloud.buzz/gavinburn-primary-school/home,Non-denominational,14.4,267,0 - <5%,10 - <15%,61,N,N,N,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,245936,673317,55.928161,-4.467448,
5916429,5916429P,Primary,Local Authority,Gelston School,Gelston,Castle Douglas,,DG7 1SH,Dumfries and Galloway,S12000006,S01007532,137079076,gw08officegelston@ea.dumgal.sch.uk,01556 502415,https://gelstonprimary.org/,Non-denominational,2.7,39,*,0%,58,N,N,N,7,6,Remote Rural Areas,Remote Rural Areas,7,6,Remote Rural Areas,Remote Rural Areas,276788,558566,54.906572,-3.923261,
